objectID,name,description,url,logo,banner,city,zipcode,department,region,address,lat,lng,org_type,category_tags,ha_tags,active_forms_count,active_forms_type,creation_date,last_order_date,score,partners,contact_email,contact_phone
71325,MotoClub des hautes vallées,Moto club des hautes valllées,/associations/motoclub-des-hautes-vallees,https://cdn.helloasso.com/img/logos/croppedimage-a7d5660afae345a89b482ab93581bfb9.png,https://cdn.helloasso.com/img/photos/croppedimage-48f0bd5e992e4efa85eb734e2cd0c821.png,Crisolles,60400,Oise,Hauts-de-France,mairie de crisolles,49.621977,3.013647,Association1901,Sport | Moto,,1,Event,1510873200,1747078292,110,,leni.mellarini@gmail.com,
304886,Les Amis de la Grange à musique,"Notre association soutient les actions de la salle de concert ""La Grange à Musique"" Scène de musique actuelles à Creil en gérant l'accueil des artistes et l'espace bar. Elle permet aussi de découvrir les métiers de la régie technique de spectacle et organise des concerts de tous styles musicaux. ",/associations/les-amis-de-la-grange-a-musique,https://cdn.helloasso.com/img/logos/croppedimage-3991e18b5080417181e0adfcffd82add.png,https://cdn.helloasso.com/img/photos/croppedimage-946319f6745843afa529983506681a22.png,Creil,60100,Oise,Hauts-de-France,11 Rue des Hironvales,49.253359,2.468827,Association1901,Musique | Arts | Culture,,2,"Event, Donation",1644274800,1775050243,110,,lesamisdelagrange.presidente@gmail.com,0615077132
445494,TWIRLING SPORT DE NOYON,"Le Twirling Sport de Noyon est une association sportive loi 1901. Notre club est affilié FFSTB et FSCF. Nos athlètes participent à des compétition de niveau national et international. A notre palmarès : nombreux titres de champions de France, et nous sommes classés 2ème meilleur club de France ",/associations/twirling-sport-de-noyon,https://cdn.helloasso.com/img/logos/croppedimage-f14b37193f884c1399a8c5ef4a66287a.png,https://cdn.helloasso.com/img/photos/croppedimage-88b2dde408fe4c90a2f2fa317c8786ac.png,Noyon,60400,Oise,Hauts-de-France,Gymnase des Lycées Boulevard Robert Schumann,49.58336237974468,3.015493847210649,Association1901Rig,Sport,,5,"Shop, Event",1698706800,1775040045,110,,Twirlingnoyon@aol.com,06 89 68 97 59
236627,Orchestre d'Harmonie de Thourotte,"L'Orchestre d’Harmonie de Thourotte est un ensemble musical de plus de 40 musiciens (instruments à vent et percussions) qui se produit régulièrement en Concert en proposant un répertoire varié , permettant de satisfaire les goûts des mélomanes de toutes générations.",/associations/orchestre-d-harmonie-de-thourotte,https://cdn.helloasso.com/img/logos/orchestre d harmonie de thourotte-104819edd5cc4c0c8e06e3ac0b440658.png,https://cdn.helloasso.com/img/photos/croppedimage-4ed0f9199bef447fbe712f219811abf1.png,Thourotte,60150,Oise,Hauts-de-France,4 Rue Michel Neuville,49.477652,2.881548,Association1901,Arts | Culture | Percussion | Musique,,4,"CrowdFunding, Donation, Event, Membership",1608505200,1774903916,110,,orchestre.harmonie.thourotte@orange.fr,
451580,TENNIS CLUB DE GOUVIEUX,L'objectif du Tennis Club de Gouvieux est de promouvoir la pratique du tennis de 4 à 99 ans ,/associations/tennis-club-de-gouvieux,https://cdn.helloasso.com/img/logos/croppedimage-95d9b88cc1cb4cf4a72e6fb60b724928.png,https://cdn.helloasso.com/img/photos/croppedimage-69819ba3aa3542ef85255968bb95a983.png,Gouvieux,60270,Oise,Hauts-de-France,7 Allee des Hetres,49.181183,2.406006,Association1901,Sport | Tennis,,14,"Event, Membership",1700521200,1774951934,110,FFT,tc.gouvieux@gmail.com,0344582107
588578,CLUB JAPON,"Club Japon a pour vocation de promouvoir la langue et la culture japonaises. Nous proposons des cours de japonais collectifs et individuels à destination d'enfants, de jeunes et d'adultes. Nous avons pour objectif de programmer des ateliers/événements culturels une fois par trimestre.",/associations/club-japon,https://cdn.helloasso.com/img/logos/croppedimage-c6778b6356c146d4b8e1aad87ffae597.png,https://cdn.helloasso.com/img/photos/croppedimage-fb9f07a91b464338bcc6e0b13b248781.png,Senlis,60300,Oise,Hauts-de-France,11 ALLEE DES ARENES,49.204665,2.574651,Association1901,Arts | Culture | Enfance | Informatique | Education | Arts et Culture,,1,Event,1746655200,1774985929,110,Infolocale,clubjapon60@gmail.com,
632767,ENTR'AMIS,"Entr’amis – Les déjeuners -  Une fois par mois, à Chantilly, Compiègne, Beauvais, Clermont, des professionnels d’un même territoire se retrouvent autour d’un déjeuner convivial pour échanger, créer du lien et partager un moment simple et authentique.",/associations/entr-amis,https://cdn.helloasso.com/img/logos/croppedimage-5d290b74e1974393b296435a3320ffcc.png,https://cdn.helloasso.com/img/photos/croppedimage-021448a4019043a88514ed597753e51a.png,Chantilly,60500,Oise,Hauts-de-France,119 rue du Connétable,49.194164,2.467414,Association1901,Professionnels | Étudiants | Artisanat et Cuisine,,5,Event,1764630000,1775046249,110,,Alexis.bcr@outlook.com,
221311,Le Comité citoyen entre Oise et Matz,"Le Comité citoyen entre Oise et Matz a pour objectif de rassembler les habitants du thourottois et du noyonnais autour d'actions culturelles, écologiques et solidaires  Les actions de l'association se déroulent principalement au sein de son tiers-lieu (Étage 465) situé à Golancourt.  ",/associations/le-comite-citoyen-entre-oise-et-matz,https://cdn.helloasso.com/img/logos/le comite citoyen entre oise et matz-2e63cb0ed0624a28a52e599bb11a596d.png,https://cdn.helloasso.com/img/photos/croppedimage-d081dcf469544737ad0f3c30ed440bd9.png,Thourotte,60150,Oise,Hauts-de-France,14 rue Johann Strauss,49.473729,2.874075,Association1901,Culture | Humanitaire | Solidarité | Solidarité et Action Sociale,,2,"Shop, Donation",1600812000,1774980437,110,,,
635046,PRÉVENTION JEUNESSE FRANCE,"Sensibiliser les jeunes aux risques professionnels en milieu scolaire et en entreprise. Nous intervenons auprès des établissements, lycées pros et entreprises pour promouvoir la culture de prévention. Salons, conférences et ateliers pratiques pour préparer la jeunesse aux défis du monde du travail.",/associations/prevention-jeunesse-france,https://cdn.helloasso.com/img/logos/croppedimage-e70e40379b5c488baa337b6df9cc95ec.png,https://cdn.helloasso.com/img/photos/croppedimage-be22939895e34d319691f0526729ceb8.png,Compiègne,60200,Oise,Hauts-de-France,18 square Marcel Forestier,49.426539,2.837933,Association1901,Education | Culture | Formation | Professionnels,,2,"Event, Membership",1765494000,1774940134,110,,proactif.prevention@gmail.com,0676901361
469441,Bureau des étudiants infirmiers,Bureau des étudiants infirmiers de l'IFSI de Compiègne.  Administratrice de la FNESI Administratrice de la FAEP Déjà plus de 20 ans d'existence !,/associations/bureau-des-etudiants-infirmiers,https://cdn.helloasso.com/img/logos/croppedimage-48740c2e37924d43b8f2465291bfedbb.png,https://cdn.helloasso.com/img/photos/croppedimage-f365e21d52ab4fce802c76b4e2cfbeaf.png,Compiègne,60200,Oise,Hauts-de-France,5 Rue de Bourgogne,49.405519,2.818594,Association1901,BDE | Étudiants | Réseaux pros et étudiants,,2,"Shop, Membership",1706223600,1775043325,110,,bdei.compiegne@gmail.com,0671549468
