objectID,name,description,url,logo,banner,city,zipcode,department,region,address,lat,lng,org_type,category_tags,ha_tags,active_forms_count,active_forms_type,creation_date,last_order_date,score,partners,contact_email,contact_phone
369476,Office de tourisme Cœur de Lorraine,"Office de tourisme, structure assurant la promotion et le développement touristique de son territoire de compétence.",/associations/office-de-tourisme-c-ur-de-lorraine,https://cdn.helloasso.com/img/logos/croppedimage-8569e7a7b0fd4c08ba38a77c622c7ae8.png,https://cdn.helloasso.com/img/photos/croppedimage-67cb28fb9a4e461ba6a9747734faa615.jpg,Saint-Mihiel,55300,Meuse,Grand Est,6 Rue du Palais de Justice,48.888491,5.5414,Association1901,Réseaux pros et étudiants | Tourisme | Étudiants,,2,Event,1673910000,1774124208,110,,accueil@coeurdelorraine-tourisme.fr,0329890647
646003,Ligue de l'Enseignement de la Meuse,"La Ligue de l’Enseignement de la Meuse fédère plus de 120 associations et plus de 8?000 adhérents. Elle promeut l’éducation populaire, soutient les initiatives locales et développe des actions éducatives, culturelles, sportives et de loisirs à l’échelle du territoire meusien.",/associations/ligue-de-l-enseignement-de-la-meuse,https://cdn.helloasso.com/img/logos/croppedimage-d11a2f30766e4b219d3407b5a274731a.png,https://cdn.helloasso.com/img/photos/croppedimage-641ee3bc2f1945198a1a967a922fbfad.png,Bar-le-Duc,55000,Meuse,Grand Est,15 Rue Robert Lhuerre,48.793223,5.149819,Association1901,Education | Culture | Enseignement | Formation,,3,Event,1770073200,1774984707,110,HoliD,contact@fol55.com,0608587826
100612,Verdun Airsoft,"Association Verdun Airsoft  Association Loi 1901 ayant pour but de réunir des amateurs d'airsoft et de promouvoir ce loisir. Organisateur d'événements, sur notre terrain boisé de Dieue sur Meuse entre autre... Nous sommes centré sur Verdun (Meuse) depuis 2010.",/associations/verdun-airsoft,https://cdn.helloasso.com/img/logos/croppedimage-12f5fdead7614d99bd169499260eb24c.png,https://cdn.helloasso.com/img/photos/croppedimage-aa3e2de05300458f8085942fd5818f49.png,Thierville-sur-Meuse,55840,Meuse,Grand Est,08 rue du paquis,49.175489,5.356803,Association1901,Airsoft | Sport,,2,Event,1528754400,1774979639,110,,secretaire.verdun.airsoft@gmail.com,
339475,comité des fêtes Val d'Ornain,"Nous avons pour objectifs d’organiser ou de participer à :  - Des manifestations festives, artistiques, culturelles ou sportives; - Des expositions avec vente de produits régionaux, des foires aux puces et brocantes; A destination première des habitants du Val d'Ornain.  ",/associations/comite-des-fetes-val-d-ornain,https://cdn.helloasso.com/img/logos/croppedimage-5a15b7548514494d8ef5cef49ae14555.png,https://cdn.helloasso.com/img/photos/croppedimage-1b222c1f56ff4defa593aa7665966b43.png,Val-d'Ornain,55000,Meuse,Grand Est,1 Rue du Moulin de Mussey,48.80183,5.068761,Association1901Rig,Arts | Culture | Fête | Loisirs,Comites-des-fetes,2,"Event, Membership",1661292000,1774779922,110,BasicCompta,cfvo@comitedesfetesvaldornain.org,0699373249
275427,Maison des Sapeurs-Pompiers de la Meuse,"La Maison des sapeurs-pompiers de la Meuse a pour objectif de contribuer à la conservation de l’histoire des sapeurs-pompiers de la Meuse et à la mise en valeur de leur patrimoine, véhicules, matériels, habillements, documents historiques….",/associations/maison-des-sapeurs-pompiers-de-la-meuse,https://cdn.helloasso.com/img/logos/croppedimage-8bdd200a65074be983196e72607eaf3f.png,https://cdn.helloasso.com/img/photos/croppedimage-615848700ff64ce2a04ad6a5575ab9b9.jpg,Chauvoncourt,55300,Meuse,Grand Est,3 Route de Bar le Duc,48.902504,5.518588,Association1901,Patrimoine | Protection civile,Sapeurs-pompiers,1,Shop,1627336800,1775034687,110,,msp55@sdis55.fr,0633726451
607877,COMITE MEUSE DE JUDO JUJITSKU KENDO ET DISCIPLINES ASSOCIEES,"NOS OBJECTIFS Rendre le judo accessible à tous. Proposer des animations permettant à tous les Judokas de s’épanouir (arbitrage, compétitions, loisir) quelque soit leur âge. S’inscrire dans une démarche éco-responsable. Lutter contre les violences dans le sport. ",/associations/comite-meuse-de-judo-jujitsku-kendo-et-disciplines-associees,https://cdn.helloasso.com/img/logos/croppedimage-6f43d35782eb49a5963439ea76747ab6.png,https://cdn.helloasso.com/img/photos/croppedimage-1aa6f062c2514d1790d287f35d72c088.png,Saint-Mihiel,55300,Meuse,Grand Est,"Dojo ""Les Avrils"", rue Pierre de Coubertin,",48.893345,5.533069,Association1901,Sport | Judo,,1,Shop,1755727200,1774875514,110,,compta.meusejudo@gmail.com,
412564,Verdun Agglomération Handball,Verdun Agglomération est une association sportive affiliée à la Fédération Française de Handball qui compte 300 licenciés environ. Le but est de faire découvrir le Handball sous toutes ses formes pour tout public.,/associations/verdun-agglomeration-handball,https://cdn.helloasso.com/img/logos/croppedimage-b750c1e4bfd745d1ab980842b66d0e27.png,https://cdn.helloasso.com/img/photos/croppedimage-d6d2b10b78f24110829c1d329c9680e5.jpg,Verdun,55100,Meuse,Grand Est,3 Avenue Jules Ferry,49.144895,5.390816,Association1901,Sport | Handball,,3,"Shop, Membership",1687298400,1774725632,110,FFHB,animationvahb@gmail.com,
148137,Meuse en Scène,"L'association a pour but d'initier, sensibiliser l'enseignement et le perfectionnement aux disciplines théâtrale, de produire des pièces de théâtre. A ce titre, l'association peut créer et construire des décors de théâtre, Elle peut aussi organiser ou participer à des rencontres de théâtre amateur",/associations/meuse-en-scene,https://cdn.helloasso.com/img/logos/croppedimage-a0947b4711aa485399f172a222b991c3.png,https://cdn.helloasso.com/img/photos/croppedimage-719267220a78493a8476a8eaf518d9e8.jpg,Verdun,55100,Meuse,Grand Est,5 Rue de la 7e d'B,49.161573,5.381465,Association1901Rig,Arts | Culture | Enseignement | Théâtre | Arts et Culture,,2,Event,1558130400,1773859508,110,,stocksverdun@aol.com,+33688017500
575708,UN NOUVEL HORIZON 55,"Un Nouvel Horizon 55, c’est une passerelle entre l’abandon et la seconde chance. Une association de protection animale engagée, née d’une conviction simple : chaque animal mérite une vie digne, sécurisée et aimée.",/associations/un-nouvel-horizon-55,https://cdn.helloasso.com/img/logos/croppedimage-c79bdd9efe344e8c9a02e255d19e87f6.png,https://cdn.helloasso.com/img/photos/croppedimage-c271f6f844534f06b5d743720aac0fc4.png,Cousances-les-Forges,55170,Meuse,Grand Est,11 chemin d'Aulnois,48.610614,5.088861,Association1901,Animaux | Environnement,,1,Membership,1741561200,1743710524,110,,contact@unnouvelhorizon55.fr,0767550326
482387,CONFEDERATION NATIONALE DE DANSE GRAND EST,"L’association a pour objet de promouvoir, soutenir, développer l’enseignement, la diffusion, la création et la pratique de la danse, en particulier pour la pratique amateur, sous toutes ses formes. Elle a également pour but de dynamiser la région en organisant tous les ans 2 concours.",/associations/confederation-nationale-de-danse-grand-est,https://cdn.helloasso.com/img/logos/croppedimage-fe22176d977f473b86fa3ee55501a6fc.png,https://cdn.helloasso.com/img/photos/croppedimage-c462dd0e850f4b608062ec04b505986f.png,Commercy,55200,Meuse,Grand Est,45 rue de Saint-Mihiel,48.765201,5.583089,Association1901,Arts | Culture | Danse | Enseignement | Arts et Culture,,1,Event,1709593200,1775062414,110,,cnd.grandest@gmail.com,0681990774
